,Date,Link,Title,Subtitle,Authors
656,"Tuesday, 8 November, 2022",https://www.ft.com/content/01f7121d-2705-4fb9-b11b-6a86b29ab34e,"Live news updates from November 8:  Brussels to probe Microsoft’s Activision buyout, US voters head to polls for midterm elections",Recent fall in wholesale prices has forced reassessment of price Britain is willing to pay,[]
657,"Tuesday, 8 November, 2022",https://www.ft.com/content/f01161be-189f-4f69-918f-fd2a1f0fa1e3,Russia becomes India’s top oil supplier as sanctions deflate price,Urals imports surpass Iraqi and Saudi crude as US signals support for New Delhi’s approach,"['Chloe Cornish', 'John Reed', 'Tom Wilson']"
659,"Tuesday, 8 November, 2022",https://www.ft.com/content/2e3d09a8-c0b7-4a68-bdf8-5d3c217f3570,UN urges Mark Carney-led climate initiative to meet higher standards,"Financial institutions cannot claim to be net zero while investing in fossil fuels, says report",['Camilla Hodgson']
660,"Tuesday, 8 November, 2022",https://www.ft.com/content/f5cf03d7-4227-4721-8878-79c4cabef80c,Farewell SBFweet prince,FTX surrenders to Binance in crypto’s most hostile takeover,[]
661,"Tuesday, 8 November, 2022",https://www.ft.com/content/78565764-5ada-419e-a55f-c617319a9105,Sembcorp coal deal raises concerns about distortions in green bonds,Energy provider to avoid rise in interest payments on sustainability linked debt but will continue to finance the Indian assets,"['Mercedes Ruehl', 'Kenza Bryan', 'George Steer']"
662,"Tuesday, 8 November, 2022",https://www.ft.com/content/13868a52-3df1-46b6-ab78-7c111402b935,Coinbase censured over German business structure,Crypto exchange ordered to ensure it has ‘proper’ organisation in place,['Scott Chipolina']
663,"Tuesday, 8 November, 2022",https://www.ft.com/content/e3b5c9ed-bf30-4365-98d1-a5458f86d712,A tech deal that isn’t drowning in debt?,A faint glimmer of credit-quality hope outside the social media sector,['Alexandra Scaggs']
664,"Tuesday, 8 November, 2022",https://www.ft.com/content/3ef4fd07-2f61-49b3-a143-8469d501c8e6,The energy crisis crashes the climate conference,"Plus, private equity will be a top source of energy transition financing","['Justin Jacobs', 'Amanda Chu', 'Derek Brower', 'Myles McCormick']"
665,"Tuesday, 8 November, 2022",https://www.ft.com/content/bb226b9a-4079-481a-99a3-34a87a687ed7,COP27 day two: African leaders have run out of patience,"Plus, Japan scraps its carbon tax plans","['Simon Mundy', 'Tamami Shimizuishi', 'Patrick Temple-West']"
666,"Tuesday, 8 November, 2022",https://www.ft.com/content/3db42688-2714-4519-a17a-45e5fe6a88af,Carlyle blames market volatility as fundraising slows to $6bn,US private equity group also cites competition for funds as it searches for new chief executive,['Antoine Gara']
667,"Tuesday, 8 November, 2022",https://www.ft.com/content/a2204a35-75bb-4cd3-bd53-62d188171f86,Turkey raises $1.5bn in dollar bonds,Sentiment improves as investors look ahead to end of Federal Reserve rate rises,['Adam Samson']
668,"Tuesday, 8 November, 2022",https://www.ft.com/content/a7952d93-591e-4f8b-ba03-53990583951b,Dispatches from Cold War in cryptoland,An iron curtain has descended across the blockchain,['Bryce Elder']
669,"Tuesday, 8 November, 2022",https://www.ft.com/content/e5d055b5-1ecf-4a66-bfe6-7a1670fa76ca,Shares of Indonesia’s Blibli climb in $509mn IPO,"Jakarta Composite index up 7% this year, buoyed by state-owned enterprises and technology groups’ rush to list","['Mercedes Ruehl', 'William Langley']"
670,"Tuesday, 8 November, 2022",https://www.ft.com/content/cd6d3dc3-f2b1-41d9-9cc5-d42abf6fb39b,Tech’s odd couple,"Meta and Amazon are investor puzzles, for opposite reasons",['Robert Armstrong']
671,"Tuesday, 8 November, 2022",https://www.ft.com/content/1854d64f-491d-432e-9899-2fd565e7ff06,Pension funds after the gilts crisis: the big asset allocation rethink,"The market chaos could lead to reduced demand for private assets, including property and infrastructure projects backed by the government","['Harriet Agnew', 'Josephine Cumbo', 'Jonathan Eley']"
672,"Tuesday, 8 November, 2022",https://www.ft.com/content/fd75515d-8fb2-4c7e-b03d-f7a3bdc4f3bf,Big hedge funds shop for bargains in corporate debt markets,Some managers say bond prices have fallen too far relative to the risk of default,['Laurence Fletcher']
674,"Tuesday, 8 November, 2022",https://www.ft.com/content/3d9787ca-63c7-4d11-9d62-e4e957f2a2cb,ETF investors turn bullish in October,Net inflows of $111.5bn were triple that of September and the highest since March,['Steve Johnson']
675,"Tuesday, 8 November, 2022",https://www.ft.com/content/fd534657-024f-46b2-bc85-c7d4915f14ce,Lars Windhorst’s bank reported to regulator by Hertha Berlin,Vienna-based Euram Bank confirmed payments to football club that took weeks to arrive,"['Olaf Storbeck', 'Cynthia O’Murchu', 'Robert Smith']"
676,"Tuesday, 8 November, 2022",https://www.ft.com/content/3169285a-3f25-4b16-971b-e27ac9aa4eea,BT’s enduring pension problem,The telco’s £40bn pension liability remains an albatross around its neck,['John Ralfe']
677,"Tuesday, 8 November, 2022",https://www.ft.com/content/405a9517-11a3-40fe-9a75-87a4d2976d4d,European crisis risks climate action reputation,The energy transition and the cause of energy security have merged into one,['Nick Butler']
679,"Tuesday, 8 November, 2022",https://www.ft.com/content/53557e3e-315e-4379-9669-123ad37281ac,British boards need to get over themselves,Shareholder engagement can be improved — but directors cannot regard investors as an inconvenience,['Cat Rutter Pooley']
680,"Tuesday, 8 November, 2022",https://www.ft.com/content/6bb3a1d9-43b2-41d0-bfaa-95edd1eb25d4,US faces challenges in bid to hit Paris goals,"Biden’s Inflation Reduction Act has pivoted US policy but more action is needed, say analysts",['Aime Williams']
682,"Tuesday, 8 November, 2022",https://www.ft.com/content/29899f4b-147d-4524-8ac4-b72073ec721a,Amazon destruction woes overshadow Brazil’s farming advances,Technology makes farming in developed areas more sustainable but rainforest destruction has been soaring,['Michael Stott']
683,"Tuesday, 8 November, 2022",https://www.ft.com/content/31b825f5-37d7-41d3-9d02-661720fdd450,US and EU argue over claims of gas crisis profiteering,"European energy groups are real winners from yawning transatlantic price gap, says Washington","['Tom Wilson', 'Justin Jacobs']"
684,"Tuesday, 8 November, 2022",https://www.ft.com/content/ee670773-64ad-4452-a7d5-a40d55a13d8d,Watchdogs call for funds to come clean on green finance claims,European and US regulators to ensure environmental investing delivers its advertised ambitions,['Patrick Temple-West']
685,"Tuesday, 8 November, 2022",https://www.ft.com/content/489cc92c-c950-47de-ad5f-586b9da33b70,India’s coming decade of outperformance,The country will provide a compelling opportunity in a world starved of growth,['Chetan Ahya']
686,"Tuesday, 8 November, 2022",https://www.ft.com/content/e90add6d-326e-4898-b8c1-78f98f2d6929,Hong Kong takes on Singapore for Asia’s crypto crown,City seeks to attract retail investors by shifting towards clear rules,"['Hudson Lockett', 'Chan Ho-him', 'William Langley', 'Mercedes Ruehl']"
688,"Monday, 7 November, 2022",https://www.ft.com/content/bd9560a8-af53-42d7-8c0e-0ed6745818de,US stocks rise as midterm elections loom,Traders continue to bet that China will soften its zero-Covid policy,"['George Steer', 'Jaren Kerr']"
689,"Monday, 7 November, 2022",https://www.ft.com/content/87ce5834-94db-4646-8c75-cd1d37e1da3d,BoE urges lenders to prevent repeat of pensions market turmoil,Banks have ‘important role to play in reducing risks to themselves and to the wider system’,['Laura Noonan']
690,"Monday, 7 November, 2022",https://www.ft.com/content/6eec281c-0201-4576-b1a1-919bd8100e58,US Supreme Court considers restraining regulators’ power,Decision against SEC or FTC could complicate enforcement proceedings at federal agencies,['Stefania Palma']
691,"Monday, 7 November, 2022",https://www.ft.com/content/7b1c07d0-10d4-44bc-84c0-9628ed27bf01,Finance sector calls for government action on fraud,"Plus, fintech lay-offs begin and a history of credit",['Siddharth Venkataramakrishnan']
692,"Monday, 7 November, 2022",https://www.ft.com/content/fb95f044-a340-4901-9553-a7eaa58014e2,US secures conviction in historic crypto dark web fraud case,Justice department seized cache of bitcoin worth more than $3bn at its peak,"['Scott Chipolina', 'Joe Miller']"
693,"Monday, 7 November, 2022",https://www.ft.com/content/8171b324-3fd1-4ba9-a47c-8be338ec6582,Ithaca: oil and gas explorer is making big promises from little Britain,Capital markets remain fixated on the longer-term reality that fossil fuels are on the way out,[]
694,"Monday, 7 November, 2022",https://www.ft.com/content/0d3b31d4-bbd0-477d-a4d3-5e3e13c8937c,Shell in biofuels bet with deal to buy 3bn litres of ethanol,Energy group’s Brazilian joint venture Raízen to invest $1.5bn in five new plants,['Emiko Terazono']
695,"Monday, 7 November, 2022",https://www.ft.com/content/e3c4ae5c-3d89-41f2-92c2-09462aa869fd,The Bank of England’s LDI autopsy,Breeden speaks,['Robin Wigglesworth']
696,"Monday, 7 November, 2022",https://www.ft.com/content/8e8e895f-881c-49ec-8ab0-dea3a46401b7,Oil companies hit out at UK’s ‘fiscally unstable’ regime,Industry group warns Jeremy Hunt against raising windfall taxes in Autumn Statement,['Nathalie Thomas']
697,"Monday, 7 November, 2022",https://www.ft.com/content/7afaf911-5a10-4ea2-82c4-7827cefd75d6,‘Loss and damage’ is the hot debate at COP27,"Plus, the green bond market is doing better than you might think","['Simon Mundy', 'Patrick Temple-West']"
698,"Monday, 7 November, 2022",https://www.ft.com/content/aa5237ab-0646-4e26-bd15-74bbe10e9783,Corporate America gears up for a new wave of investigations by Congress,​Lawyers are preparing clients for potential scrutiny from Republicans over ESG issues after the midterm elections,['Joe Miller']
699,"Monday, 7 November, 2022",https://www.ft.com/content/d9ff1c34-1d03-46f7-9f42-9e2caa5dd416,Gold Fields refuses to increase bid for rival miner Yamana,Joint bid of $4.8bn from precious metals groups Pan American and Agnico Eagle trumps South African miner’s offer,['Harry Dempsey']
700,"Monday, 7 November, 2022",https://www.ft.com/content/e9098953-e031-4bc5-9bc4-d5341db8f2f9,Were we wrong about big tech?,Taking growth for granted,['Robert Armstrong']
701,"Monday, 7 November, 2022",https://www.ft.com/content/e30b1df7-5b74-441f-ba64-9fef1b2ea078,Lithium groups choose Teesside in boost for UK battery industry,Plans for refinery and recycling facilities come despite uncertainty over future of Britishvolt,"['Harry Dempsey', 'Jennifer Williams']"
703,"Monday, 7 November, 2022",https://www.ft.com/content/54225579-5aa3-43dd-a2eb-3f39a5b2b635,When regs bite back,Why did UK insurers avoid the LDI shambles that enveloped many pension plans?,['Meyrick Chapman']
704,"Monday, 7 November, 2022",https://www.ft.com/content/5edea513-7c94-4fce-9528-1e39ff64931a,US stock hedging strategies backfire during market rout,Traders say the performance of put options this year calls into question their value,"['Nicholas Megaw', 'Eric Platt']"
705,"Monday, 7 November, 2022",https://www.ft.com/content/96eac94a-908b-4d87-b09a-c7adc0f002d6,Will international investors like Lula more than Bolsonaro?,Leftist president-elect has strong green credentials but there are concerns over economic policy,['Michael Stott']
706,"Monday, 7 November, 2022",https://www.ft.com/content/9a3ed7af-9637-4c03-bbc9-f1d8dcefe2c7,Aviation calls on UK government to subsidise ‘Jet Zero’ push,Sector seeks more support to get fledgling green fuel industry off the ground,['Jim Pickard']
708,"Monday, 7 November, 2022",https://www.ft.com/content/193f85de-0a65-4cf1-9501-cd20dc4940ba,Hong Kong is ‘actively looking’ at authorising crypto ETFs,The regulator’s apparently permissive stance stands in contrast to that of rival Singapore,['Ernest Chan']
709,"Monday, 7 November, 2022",https://www.ft.com/content/94682b33-4eb7-4710-b20b-e3abf0b8d1e5,‘Shalennial’ US gas salesman wants to kill global coal,"EQT chief executive Toby Rice claims his fuel helps Europe and the climate, but critics see a ‘false reality’",['Derek Brower']
711,"Monday, 7 November, 2022",https://www.ft.com/content/987dfad0-90c3-45af-a613-1946c0b2a447,"Live news updates from November 7: Ukraine receives air defence systems, Apple warns of iPhone shipment delays","EQT chief executive Toby Rice claims his fuel helps Europe and the climate, but critics see a ‘false reality’",[]
712,"Monday, 7 November, 2022",https://www.ft.com/content/d64fceb0-4475-4ade-8712-2a42135a860c,UK aluminium sector at threat of wipeout by post-Brexit anti-dumping duties,Manufacturers warn tariff of 10.1% is too low and would leave factories facing closure,"['Harry Dempsey', 'Peter Foster']"
713,"Monday, 7 November, 2022",https://www.ft.com/content/ad1a85be-11a4-40c2-ba1a-ad7b01a08556,FTSE chairs warn of declining relations with institutional investors,Report highlights blurring of responsibilities that is creating unnecessary distractions for boards,['Daniel Thomas']
714,"Sunday, 6 November, 2022",https://www.ft.com/content/e2792f1a-0d75-4450-aefb-fe3ca77c0c12,"From Grab to Sea, Asean tech confronts end of golden decade",Investors face first market downturn in south-east Asia as unicorn high wears off,['Tsubasa Suruga']
715,"Sunday, 6 November, 2022",https://www.ft.com/content/9ff2d9f8-b7c9-4af2-9cb9-819c959756cb,ECB and UniCredit clash over capital plans and Russia presence,Friction builds in wake of CEO Orcel’s aggressive strategy to overhaul Italian lender’s operations,"['Martin Arnold', 'Olaf Storbeck', 'Silvia Sciorilli Borrelli']"
717,"Sunday, 6 November, 2022",https://www.ft.com/content/1d1fbd51-7089-4392-8ef3-ca30357116ac,Binance versus FTX: the face/off,Crypto wars and token gestures,['Bryce Elder']
718,"Sunday, 6 November, 2022",https://www.ft.com/content/9ab6827e-82a5-4262-9d15-9d971baf40cb,UK steel industry warns it needs state aid to survive green transition,Britain’s two big producers say government must match support offered to domestic suppliers across Europe,['Sylvia Pfeifer']
719,"Sunday, 6 November, 2022",https://www.ft.com/content/179bfcf4-c115-40b5-bb7b-3d3299d55ea5,Green air travel: high fuel prices to provide some lift,Rising costs of hydrocarbons reduce the green premium for renewable technologies,[]
720,"Sunday, 6 November, 2022",https://www.ft.com/content/bbbe1edc-6c7c-4d6a-ab1f-06982942d694,Serbia ‘in a hurry’ to ease energy dependence on Russia,Sanctions on Moscow force Belgrade to outline plans to weaken oil and gas ties to traditional ally,['Marton Dunai']
721,"Sunday, 6 November, 2022",https://www.ft.com/content/1d037414-bbb0-48e6-a507-cafc54ada026,Maersk warns oil groups are holding back clean energy transition,Shipping company says more affordable green fuel must be offered by suppliers,"['Oliver Telling', 'Barney Jopson']"
